id,hebrew,transliterated
6342,בחודש,bxwde
6343,האחרון,haxrwn
6344,שסיורים,esiwrim
6345,של,el
6346,באש,bae
6347,חיה,xih
6348,ברצועה,brcwyh
6349,גורמים,gwrmim
6350,צבאיים,cbaiim
6351,ויגברו,wigbrw
6352,הניסיונות,hnisiwnwt
6353,חיה,xih
6354,02,02
6355,מאוניברסיטת,mawnibrsivt
6356,ביר,bir
6357,זית,zit
6358,נפצעו,npcyw
6359,אתמול,atmwl
6360,רובם,rwbm
6361,קל,ql
6362,ממכות,mmkwt
6363,של,el
6364,חיילים,xiilim
6365,כך,kk
6366,מסרו,msrw
6367,פלשתיניים,pletiniim
6368,המקורות,hmqwrwt
6369,מסרו,msrw
6370,כי,ki
6371,יחידה,ixidh
6372,עצרה,ycrh
6373,קבוצה,qbwch
6374,של,el
6375,סטודנטים,svwdnvim
6376,מאוניברסיטת,mawnibrsivt
6377,ביר,bir
6378,זית,zit
6379,והובילה,whwbilh
6380,אותה,awth
6381,למקום,lmqwm
6382,כשני,keni
6383,מהעיירה,mhyiirh
6384,ביר,bir
6385,סמוך,smwk
6386,להתנחלות,lhtnxlwt
6387,הצעירים,hcyirim
6388,הוכו,hwkw
6389,מכן,mkn
6390,שוחררו,ewxrrw
6391,שניים,eniim
6392,מהם,mhm
6393,אושפזו,awepzw
6394,לקבלת,lqblt
6395,טיפול,vipwl
6396,בבית,bbit
6397,הממשלתי,hmmelti
6398,ברמאללה,brmallh
6399,באדר,badr
6400,עלי,yli
6401,אבו,abw
6402,סטודנט,svwdnv
6403,להנדסה,lhndsh
6404,תושב,tweb
6405,הכפר,hkpr
6406,נפגע,npgy
6407,בגבו,bgbw
6408,נשברה,nebrh
6409,נידאל,nidal
6410,פאיז,paiz
6411,פכוור,pkwwr
6412,בן,bn
6413,מטובאס,mvwbas
6414,תלמיד,tlmid
6415,בחוג,bxwg
6416,משיניו,meiniw
6417,51,51
6418,סטודנטים,svwdnvim
6419,נוספים,nwspim
6420,טופלו,vwplw
6421,במרפאה,bmrpah
6422,מקומית,mqwmit
6423,לבתיהם,lbtihm
6424,דובר,dwbr
6425,מסר,msr
6426,בתגובה,btgwbh
6427,כוח,kwx
6428,עצר,ycr
6429,03,03
6430,אנשים,aneim
6431,מבוקשים,mbwqeim
6432,רובם,rwbm
6433,שוחררו,ewxrrw
6434,ואחרים,waxrim
6435,במעצר,bmycr
6436,אחד,axd
6437,מהם,mhm
6438,שהתנגד,ehtngd
6439,תוך,twk
6440,כדי,kdi
6441,ביצוע,bicwy
6442,המעצר,hmycr
6443,מקורות,mqwrwt
6444,פלשתיניים,pletiniim
6445,כי,ki
6446,בשכונת,bekwnt
6447,ראפידיה,rapidih
6448,נפצעה,npcyh
6449,אישה,aieh
6450,בת,bt
6451,סמירה,smirh
6452,דבעי,dbyi
6453,מפגיעת,mpgiyt
6454,אבן,abn
6455,ואושפזה,wawepzh
6456,בבית,bbit
6457,בראפידיה,brapidih
6458,תושבים,twebim
6459,טענו,vynw
6460,כי,ki
6461,האבן,habn
6462,נזרקה,nzrqh
6463,בידי,bidi
6464,חיילים,xiilim
6465,מתצפית,mtcpit
6466,צבאית,cbait
6467,על,yl
6468,גג,gg
6469,בניין,bniin
6470,אגודת,agwdt
6471,הצדקה,hcdqh
6472,בשכונה,bekwnh
6473,נמסר,nmsr
6474,כי,ki
6475,ממצאי,mmcai
6476,תחקיר,txqir
6477,ראשוני,raewni
6478,העלו,hylw
6479,דבר,dbr
6480,וכי,wki
6481,היום,hiwm
6482,יתבצע,itbcy
6483,תחקיר,txqir
6484,שלושה,elweh
6485,בקבוקי,bqbwqi
6486,תבערה,tbyrh
6487,הושלכו,hwelkw
6488,אמש,ame
6489,מפקדת,mpqdt
6490,כוחות,kwxwt
6491,ברצועה,brcwyh
6492,בעיר,byir
6493,עזה,yzh
6494,צבאיים,cbaiim
6495,כי,ki
6496,הבקבוקים,hbqbwqim
6497,התנפצו,htnpcw
6498,לא,la
6499,נגרם,ngrm
6500,כל,kl
6501,נזק,nzq
6502,ואין,wain
6503,נפגעים,npgyim
6504,מקורות,mqwrwt
6505,נפצעו,npcyw
6506,אתמול,atmwl
6507,בהתפרעויות,bhtprywiwt
6508,ברצועת,brcwyt
6509,שמונה,emwnh
6510,תושבים,twebim
6511,המקורות,hmqwrwt
6512,מסרו,msrw
6513,על,yl
6514,במחנות,bmxnwt
6515,הפליטים,hplivim
6516,ובעיר,wbyir
6517,עזה,yzh
6518,נציג,ncig
6519,בפיקוד,bpiqwd
6520,דיווח,diwwx
6521,אף,ap
6522,על,yl
6523,ועל,wyl
6524,ששה,eeh
6525,פצועים,pcwyim
6526,שהגיעו,ehgiyw
6527,לבתי,lbti
6528,החולים,hxwlim
6529,בבית,bbit
6530,המשפט,hmepv
6531,בעזה,byzh
6532,נידונו,nidwnw
6533,אתמול,atmwl
6534,צעירים,cyirim
6535,למאסר,lmasr
6536,עולם,ywlm
6537,לאחר,laxr
6538,שהורשעו,ehwreyw
6539,בחטיפת,bxvipt
6540,תושב,tweb
6541,מקומי,mqwmi
6542,על,yl
6543,ידי,idi
6544,ביוב,biwb
6545,כיוון,kiwwn
6546,שהוא,ehwa
6547,מתבונן,mtbwnn
6548,מוכשר,mwker
6549,כל,kl
6550,המתעד,hmtyd
6551,בדקדקנות,bdqdqnwt
6552,את,at
6553,שראו,eraw
6554,עיניו,yiniw
6555,של,el
6556,למה,lmh
6557,שראה,erah
6558,בסיור,bsiwr
6559,משלחת,melxt
6560,הנוער,hnwyr
6561,לפולין,lpwlin
6562,הארץ,harc
6563,211,211
6564,מסמך,msmk
6565,סימפטומטי,simpvwmvi
6566,מאלף,malp
6567,לגישה,lgieh
6568,ההולכת,hhwlkt
6569,וצוברת,wcwbrt
6570,תאוצה,tawch
6571,בקרב,bqrb
6572,בישראל,bieral
6573,מכיוון,mkiwwn
6574,שכך,ekk
6575,רשימתו,reimtw
6576,מהווה,mhwwh
6577,גם,gm
6578,הזדמנות,hzdmnwt
6579,לבוא,lbwa
6580,חשבון,xebwn
6581,אותה,awth
6582,אני,ani
6583,מתכוון,mtkwwn
6584,לגישה,lgieh
6585,או,aw
6586,נכון,nkwn
6587,יותר,iwtr
6588,תהליך,thlik
6589,ההתנכרות,hhtnkrwt
6590,מחריף,mxrip
6591,והולך,whwlk
6592,הזמן,hzmn
6593,לסמלים,lsmlim
6594,הלאומיים,hlawmiim
6595,לחוויות,lxwwiwt
6596,של,el
6597,ולתפיסתן,wltpistn
6598,כחוויות,kxwwiwt
6599,מעצבות,mycbwt
6600,ובעצם,wbycm
6601,לרגש,lrge
6602,הלאומי,hlawmi
6603,כבר,kbr
6604,אינה,ainh
6605,מחלוקת,mxlwqt
6606,פוליטית,pwlivit
6607,המוגבלת,hmwgblt
6608,לשאלה,lealh
6609,האם,ham
6610,ישראל,ieral
6611,מסוגלת,mswglt
6612,או,aw
6613,לא,la
6614,מסוגלת,mswglt
6615,בשטחי,bevxi
6616,או,aw
6617,עד,yd
6618,חשוב,xewb
6619,שתתעקש,ettyqe
6620,על,yl
6621,כך,kk
6622,זו,zw
6623,התנכרות,htnkrwt
6624,תרבותי,trbwti
6625,אמוציונלי,amwciwnli
6626,יותר,iwtr
6627,מאשר,maer
6628,פוליטי,pwlivi
6629,לא,la
6630,שגב,egb
6631,מגדיר,mgdir
6632,את,at
6633,עצמו,ycmw
6634,והיא,whia
6635,סמל,sml
6636,מחודד,mxwdd
6637,להפיכת,lhpikt
6638,המחלוקת,hmxlwqt
6639,מפני,mpni
6640,שהפכה,ehpkh
6641,בין,bin
6642,סוציולוגיים,swciwlwgiim
6643,שונים,ewnim
6644,של,el
6645,החברה,hxbrh
6646,עדות,ydwt
6647,המזרח,hmzrx
6648,מול,mwl
6649,משכילים,mekilim
6650,חילוניים,xilwniim
6651,וכך,wkk
6652,לברוח,lbrwx
6653,האפשר,haper
6654,ממה,mmh
6655,עליהם,ylihm
6656,בגוש,bgwe
6657,אמונים,amwnim
6658,ובשאר,wbear
6659,פלגי,plgi
6660,הימין,himin
6661,משתדלים,metdlim
6662,שגב,egb
6663,ודומיו,wdwmiw
6664,למחוק,lmxwq
6665,כל,kl
6666,לתרבות,ltrbwt
6667,משותפת,mewtpt
6668,לחוויה,lxwwih
6669,משותפת,mewtpt
6670,לרגשות,lrgewt
6671,תשתית,tetit
6672,משותפים,mewtpim
6673,ההנחה,hhnxh
6674,שאם,eam
6675,משהו,mehw
6676,מרגש,mrge
6677,את,at
6678,הימין,himin
6679,סימן,simn
6680,שהוא,ehwa
6681,מסוכן,mswkn
6682,לשמאל,lemal
6683,ועל,wyl
6684,כן,kn
6685,צריך,crik
6686,להיות,lhiwt
6687,ומגונה,wmgwnh
6688,בעיניו,byiniw
6689,המנון,hmnwn
6690,הארץ,harc
6691,לכל,lkl
6692,יש,ie
6693,היותר,hiwtr
6694,תכלית,tklit
6695,אבל,abl
6696,להתרגש,lhtrge
6697,מה,mh
6698,פתאום,ptawm
6699,הסמלים,hsmlim
6700,על,yl
6701,פי,pi
6702,תפיסה,tpish
6703,זו,zw
6704,אינה,ainh
6705,רק,rq
6706,תחושה,txweh
6707,אלא,ala
6708,מסוכנת,mswknt
6709,באשר,baer
6710,היא,hia
6711,מעידה,myidh
6712,על,yl
6713,לאומני,lawmni
6714,שאחריתו,eaxritw
6715,הפוליטית,hpwlivit
6716,היא,hia
6717,היכן,hikn
6718,שהוא,ehwa
6719,בין,bin
6720,התחיה,htxih
6721,וכהנא,wkhna
6722,ומוות,wmwwt
6723,מכנה,mknh
6724,שגב,egb
6725,את,at
6726,שראה,erah
6727,תוך,twk
6728,מצטרף,mcvrp
6729,בכך,bkk
6730,לרשימה,lreimh
6731,ארוכה,arwkh
6732,וצפופה,wcpwph
6733,של,el
6734,כותבים,kwtbim
6735,מאז,maz
6736,שאול,eawl
6737,פרידלנדר,pridlndr
6738,את,at
6739,הלשוני,hlewni
6740,הזה,hzh
6741,ככותרת,kkwtrt
6742,לאחד,laxd
6743,מספריו,mspriw
6744,הוא,hwa
6745,הפך,hpk
6746,בעיתונות,byitwnwt
6747,אלא,ala
6748,שכוונתו,ekwwntw
6749,המקורית,hmqwrit
6750,של,el
6751,פרידלנדר,pridlndr
6752,שונה,ewnh
6753,שאף,eap
6754,הפוכה,hpwkh
6755,מן,mn
6756,השימוש,heimwe
6757,הפופולרי,hpwpwlri
6758,שעושים,eyweim
6759,בו,bw
6760,פרידלנדר,pridlndr
6761,בהשתקפות,bhetqpwt
6762,ההוויה,hhwwih
6763,באגפים,bagpim
6764,השונים,hewnim
6765,של,el
6766,התרבות,htrbwt
6767,שלאחר,elaxr
6768,השואה,hewah
6769,שאותה,eawth
6770,קיטש,qive
6771,הוא,hwa
6772,השתמש,hetme
6773,קיטש,qive
6774,כדי,kdi
6775,לחדד,lxdd
6776,שבין,ebin
6777,הרדוד,hrdwd
6778,של,el
6779,השיקוף,heiqwp
6780,האמנותי,hamnwti
6781,לבין,lbin
6782,האפלה,haplh
6783,האיומה,haiwmh
6784,של,el
6785,המציאות,hmciawt
6786,הנאצית,hnacit
6787,עצמה,ycmh
6788,בין,bin
6789,זה,zh
6790,לבין,lbin
6791,גינוי,ginwi
6792,ציני,cini
6793,לאופן,lawpn
6794,שבו,ebw
6795,צאצאי,cacai
6796,הקורבנות,hqwrbnwt
6797,מתייחדים,mtiixdim
6798,עם,ym
6799,זכרם,zkrm
6800,ומאמר,wmamr
6801,מוסגר,mwsgr
6802,הצירוף,hcirwp
6803,קיטש,qive
6804,ומוות,wmwwt
6805,אינו,ainw
6806,בפובליציסטיקה,bpwblicisviqh
6807,הנוכחית,hnwkxit
6808,רק,rq
6809,את,at
6810,טקסי,vqsi
6811,הזיכרון,hzikrwn
6812,אפשר,aper
6813,למצוא,lmcwa
6814,אותו,awtw
6815,בהתייחסות,bhtiixswt
6816,רדיו,rdiw
6817,וטלוויזיה,wvlwwizih
6818,ביום,biwm
6819,הזיכרון,hzikrwn
6820,ביחס,bixs
6821,לדברים,ldbrim
6822,הנאמרים,hnamrim
6823,לקורבנות,lqwrbnwt
6824,טרור,vrwr
6825,וכדומה,wkdwmh
6826,גם,gm
6827,כללים,kllim
6828,תושמע,twemy
6829,הצינית,hcinit
6830,הנאמרים,hnamrim
6831,נושאים,nweaim
6832,אופי,awpi
6833,לאומי,lawmi
6834,ציוו,ciww
6835,לנו,lnw
6836,את,at
6837,החיים,hxiim
6838,הטפה,hvph
6839,בנוסח,bnwsx
6840,ואף,wap
6841,כן,kn
6842,ודמוקרטיה,wdmwqrvih
6843,על,yl
6844,הפתוח,hptwx
6845,טרור,vrwr
6846,לא,la
6847,תזכה,tzkh
6848,אף,ap
6849,מן,mn
6850,הגינוי,hginwi
6851,הכוללני,hkwllni
6852,ברור,brwr
6853,אקט,aqv
6854,זה,zh
6855,או,aw
6856,אחר,axr
6857,הוא,hwa
6858,לשגב,legb
6859,וברשימתו,wbreimtw
6860,נכללו,nkllw
6861,תיאורי,tiawri
6862,ביטוי,bivwi
6863,והתנהגות,whtnhgwt
6864,שאינם,eainm
6865,נראים,nraim
6866,גם,gm
6867,אלא,ala
6868,כולה,kwlh
6869,נראה,nrah
6870,כל,kl
6871,מחווה,mxwwh
6872,כלפי,klpi
6873,הרצח,hrcx
6874,הזה,hzh
6875,נתפסת,ntpst
6876,בעיניו,byiniw
6877,כקיטש,kqive
6878,כהיסטוריון,khisvwriwn
6879,הוא,hwa
6880,רוצה,rwch
6881,נלמד,nlmd
6882,ונשתדל,wnetdl
6883,להבין,lhbin
6884,את,at
6885,הרקע,hrqy
6886,שהוליד,ehwlid
6887,את,at
6888,התופעה,htwpyh
6889,אינו,ainw
6890,מהפקת,mhpqt
6891,לקחים,lqxim
6892,ובלבד,wblbd
6893,שיהיה,eihih
6894,לקח,lqx
6895,מוסרי,mwsri
6896,אוניוורסלי,awniwwrsli
6897,חלילה,xlilh
6898,לקח,lqx
6899,של,el
6900,עוצמה,ywcmh
6901,לאומית,lawmit
6902,מביקורתו,mbiqwrtw
6903,וכן,wkn
6904,מנוסח,mnwsx
6905,כתיבתו,ktibtw
6906,היבש,hibe
6907,והמנוכר,whmnwkr
6908,אתה,ath
6909,מסיק,msiq
6910,שהרגש,ehrge
6911,אינו,ainw
6912,רלוונטי,rlwwnvi
6913,לעניין,lyniin
6914,או,aw
6915,לפחות,lpxwt
6916,אסור,aswr
6917,לנסות,lnswt
6918,ולבטא,wlbva
6919,באופן,bawpn
6920,טקסי,vqsi
6921,חיצוני,xicwni
6922,מדוע,mdwy
6923,האם,ham
6924,שכל,ekl
6925,טקסית,vqsit
6926,בהכרח,bhkrx
6927,מסוגלת,mswglt
6928,לשקף,leqp
6929,הדבר,hdbr
6930,את,at
6931,הנורא,hnwra
6932,זה,zh
6933,כמובן,kmwbn
6934,אבל,abl
6935,שגב,egb
6936,בוודאי,bwwdai
6937,יודע,iwdy
6938,אינה,ainh
6939,יכולה,ikwlh
6940,בלי,bli
6941,מחווה,mxwwh
6942,חיצונית,xicwnit
6943,למרות,lmrwt
6944,שאינו,eainw
6945,לא,la
6946,יגנה,ignh
6947,בן,bn
6948,האומר,hawmr
6949,קדיש,qdie
6950,או,aw
6951,מדליק,mdliq
6952,נר,nr
6953,נשמה,nemh
6954,על,yl
6955,קבר,qbr
6956,אביו,abiw
6957,כן,kn
6958,איננה,ainnh
6959,המאמץ,hmamc
6960,להתמודד,lhtmwdd
6961,עם,ym
6962,תופעת,twpyt
6963,המוות,hmwwt
6964,אלא,ala
6965,השואה,hewah
6966,בכל,bkl
6967,הנוגע,hnwgy
6968,למוות,lmwwt
6969,על,yl
6970,לאומי,lawmi
6971,בהקשרים,bhqerim
6972,אחרים,axrim
6973,יש,ie
6974,לסמלים,lsmlim
6975,משמעות,memywt
6976,לאומית,lawmit
6977,ולא,wla
6978,וזה,wzh
6979,שמביא,embia
6980,את,at
6981,שגב,egb
6982,לפסקה,lpsqh
6983,הלא,hla
6984,תיאמן,tiamn
6985,כרך,krk
6986,שכולו,ekwlw
6987,רגשות,rgewt
6988,וסמלים,wsmlim
6989,ביזארית,bizarit
6990,לעתים,lytim
6991,לזיכרון,lzikrwn
6992,ולקיטש,wlqive
6993,הוא,hwa
6994,שואב,ewab
6995,את,at
6996,מרכיביו,mrkibiw
6997,מקורות,mqwrwt
6998,האחד,haxd
6999,לאומי,lawmi
7000,והאחר,whaxr
7001,דתי,dti
7002,לו,lw
7003,כיוון,kiwwn
7004,פוליטי,pwlivi
7005,מובהק,mwbhq
7006,הטבעית,hvbyit
7007,היא,hia
7008,ימינה,iminh
7009,וכך,wkk
7010,מתאחדים,mtaxdim
7011,שני,eni
7012,מסע,msy
7013,של,el
7014,פולחן,pwlxn
7015,שכולו,ekwlw
7016,רגשות,rgewt
7017,וסמלים,wsmlim
7018,מוכיח,mwkix
7019,מיניה,minih
7020,הטבעית,hvbyit
7021,היא,hia
7022,ימינה,iminh
7023,ועכשיו,wykeiw
7024,לך,lk
7025,תוכיח,twkix
7026,שלדברים,eldbrim
7027,אין,ain
7028,לך,lk
7029,תוכיח,twkix
7030,ורגשות,wrgewt
7031,לאומיים,lawmiim
7032,אינם,ainm
7033,בהכרח,bhkrx
7034,ימניים,imniim
7035,שרוב,erwb
7036,מורדי,mwrdi
7037,הגטאות,hgvawt
7038,הבולטים,hbwlvim
7039,מורשת,mwret
7040,השואה,hewah
7041,ממעצבי,mmycbi
7042,ומנחילי,wmnxili
7043,סמלים,smlim
7044,לאומיים,lawmiim
7045,אחרים,axrim
7046,בכלל,bkll
7047,לך,lk
7048,תוכיח,twkix
7049,בארץ,barc
7050,הזו,hzw
7051,הרבה,hrbh
7052,אנשים,aneim
7053,הרחוקים,hrxwqim
7054,פרסה,prsh
7055,מהשקפות,mheqpwt
7056,ובכל,wbkl
7057,זאת,zat
7058,לאומיים,lawmiim
7059,לפחות,lpxwt
7060,עדיין,ydiin
7061,אותם,awtm
7062,לך,lk
7063,שרגש,erge
7064,לאומי,lawmi
7065,הוא,hwa
7066,התכונות,htkwnwt
7067,הכי,hki
7068,טבעיות,vbyiwt
7069,ונורמליות,wnwrmliwt
7070,בכל,bkl
7071,אדם,adm
7072,ממש,mme
7073,כמו,kmw
7074,למוקדי,lmwqdi
7075,השתייכות,hetiikwt
7076,כמו,kmw
7077,משפחה,mepxh
7078,מקום,mqwm
7079,עבודה,ybwdh
7080,קהילה,qhilh
7081,וכדומה,wkdwmh
7082,לך,lk
7083,מסמלים,msmlim
7084,וטקסים,wvqsim
7085,טקסי,vqsi
7086,זיכרון,zikrwn
7087,אצל,acl
7088,האמריקאים,hamriqaim
7089,הבריטים,hbrivim
7090,ובעצם,wbycm
7091,כל,kl
7092,אומה,awmh
7093,בריאה,briah
7094,בנפשה,bnpeh
7095,ושעל,weyl
7096,אולי,awli
7097,ההתרגשות,hhtrgewt
7098,החריגה,hxrigh
7099,שני,eni
7100,שגב,egb
7101,צודק,cwdq
7102,וחבריו,wxbriw
7103,לדעה,ldyh
7104,הרי,hri
7105,פותחים,pwtxim
7106,את,at
7107,המעגל,hmygl
7108,בעצמם,bycmm
7109,קודם,qwdm
7110,הפקיעו,hpqiyw
7111,וניערו,wniyrw
7112,כל,kl
7113,סמל,sml
7114,לאומי,lawmi
7115,אחר,axr
7116,כך,kk
7117,התאמצו,htamcw
7118,לציבור,lcibwr
7119,את,at
7120,ההשקפה,hheqph
7121,ובעיקר,wbyiqr
7122,ההתרגשות,hhtrgewt
7123,מהם,mhm
7124,להשקפות,lheqpwt
7125,ימניות,imniwt
7126,ומוליכים,wmwlikim
7127,ולאחר,wlaxr
7128,שתחושה,etxweh
7129,כזו,kzw
7130,התפשטה,htpevh
7131,בחלקים,bxlqim
7132,גדולים,gdwlim
7133,למדי,lmdi
7134,של,el
7135,החברה,hxbrh
7136,מה,mh
7137,הפלא,hpla
7138,שממשיך,emmeik
7139,ולהתרגש,wlhtrge
7140,מסמלים,msmlim
7141,לאומיים,lawmiim
7142,יהיה,ihih
7143,חשוד,xewd
7144,בנטייה,bnviih
7145,ימנית,imnit
7146,מסוכנת,mswknt
7147,אפוא,apwa
7148,תשובה,tewbh
7149,לתמיהתו,ltmihtw
7150,של,el
7151,שגב,egb
7152,בדומה,bdwmh
7153,של,el
7154,רבים,rbim
7155,אחרים,axrim
7156,מדוע,mdwy
7157,הנוער,hnwyr
7158,לפולין,lpwlin
7159,שגב,egb
7160,כותב,kwtb
7161,נוסעים,nwsyim
7162,כדי,kdi
7163,למצוא,lmcwa
7164,עם,ym
7165,שורשים,ewreim
7166,תמה,tmh
7167,מדוע,mdwy
7168,הם,hm
7169,צריכים,crikim
7170,זאת,zat
7171,דווקא,dwwqa
7172,שם,em
7173,זו,zw
7174,טעות,vywt
7175,אופטית,awpvit
7176,נפוצה,npwch
7177,מי,mi
7178,לו,lw
7179,זהות,zhwt
7180,המושג,hmweg
7181,הזה,hzh
7182,כלל,kll
7183,גם,gm
7184,לכך,lkk
7185,ובוודאי,wbwwdai
7186,שאינו,eainw
7187,יודע,iwdy
7188,היכן,hikn
7189,אותה,awth
7190,אבל,abl
7191,מי,mi
7192,שנוסע,enwsy
7193,לפולין,lpwlin
7194,הוא,hwa
7195,עתיד,ytid
7196,למצוא,lmcwa
7197,שם,em
7198,אינו,ainw
7199,מכריח,mkrix
7200,אותו,awtw
7201,לנסוע,lnswy
7202,נוסע,nwsy
7203,מפני,mpni
7204,שמה,emh
7205,עתיד,ytid
7206,שם,em
7207,חשוב,xewb
7208,עוד,ywd
7209,כשהוא,kehwa
7210,נמצא,nmca
7211,אולי,awli
7212,אם,am
7213,כן,kn
7214,רצים,rcim
7215,לפולין,lpwlin
7216,דווקא,dwwqa
7217,משום,mewm
7218,בלבם,blbm
7219,רגש,rge
7220,לאומי,lawmi
7221,טבעי,vbyi
7222,והם,whm
7223,מחפשים,mxpeim
7224,לו,lw
7225,וסמלים,wsmlim
7226,ומפני,wmpni
7227,שבעלי,ebyli
7228,השקפה,heqph
7229,כמו,kmw
7230,שגב,egb
7231,השתדלו,hetdlw
7232,מאוד,mawd
7233,לעקור,lyqwr
7234,את,at
7235,הרגש,hrge
7236,לכל,lkl
7237,מה,mh
7238,תשתית,tetit
7239,כאן,kan
7240,בארץ,barc
7241,מדובר,mdwbr
7242,רק,rq
7243,כמו,kmw
7244,מצדה,mcdh
7245,או,aw
7246,מרד,mrd
7247,בר,br
7248,בסמלי,bsmli
7249,ההווה,hhwwh
7250,של,el
7251,המדינה,hmdinh
7252,והצבא,whcba
7253,המסקנה,hmsqnh
7254,הטבעית,hvbyit
7255,של,el
7256,הנוער,hnwyr
7257,היא,hia
7258,שאם,eam
7259,סמלי,smli
7260,הכוח,hkwx
7261,והגבורה,whgbwrh
7262,אסורים,aswrim
7263,בהתרגשות,bhtrgewt
7264,מה,mh
7265,שנותר,enwtr
7266,הוא,hwa
7267,לפנות,lpnwt
7268,סמל,sml
7269,כדי,kdi
7270,אותו,awtw
7271,רגש,rge
7272,ומסקנה,wmsqnh
7273,לאומית,lawmit
7274,לא,la
7275,פוליטית,pwlivit
7276,בשעתו,beytw
7277,סמלי,smli
7278,הגבורה,hgbwrh
7279,שם,em
7280,באושוויץ,bawewwic
7281,כבר,kbr
7282,לבכות,lbkwt
7283,ולא,wla
7284,רק,rq
7285,אומללותם,awmllwtm
7286,של,el
7287,הפלשתינאים,hpletinaim
7288,הארוכה,harwkh
7289,של,el
7290,בעם,bym
7291,באמצעות,bamcywt
7292,שליחים,elixim
7293,שגב,egb
